id,value
Quindío. Café tostado- sin descafeinar- en grano.Canadá,0
Quindío. Café tostado- sin descafeinar- en grano.Chile,8
Quindío. Café tostado- sin descafeinar- en grano.Corea,1
Quindío. Café tostado- sin descafeinar- en grano.Emiratos Árabes Unidos,1
Quindío. Café tostado- sin descafeinar- en grano.España,5
Quindío. Café tostado- sin descafeinar- en grano.Estados Unidos,21
Quindío. Café tostado- sin descafeinar- en grano.Francia,3
Quindío. Café tostado- sin descafeinar- en grano.Hong Kong,1
Quindío. Café tostado- sin descafeinar- en grano.Italia,0
Quindío. Café tostado- sin descafeinar- en grano.México,2
Quindío. Café tostado- sin descafeinar- en grano.Noruega,2
Quindío. Café tostado- sin descafeinar- en grano.Polonia,0
Quindío. Café tostado- sin descafeinar- en grano.Reino Unido,0
Quindío. Café tostado- sin descafeinar- en grano.República Checa,1
Quindío. Café tostado- sin descafeinar- en grano.Rusia- Federación de,59
Quindío. Café tostado- sin descafeinar- en grano.Suecia,0
Quindío. Café tostado- sin descafeinar- en grano.Suiza,0
Quindío. Café tostado- sin descafeinar- en grano.Taiwán- Provincia de China,0
Quindío. Café tostado- sin descafeinar- en grano.Turquía,1
Quindío. Café tostado- sin descafeinar- en grano.Uruguay,1
Quindío. Café tostado- sin descafeinar- en grano.ZFP Palmaseca,0
Quindío. Café tostado- sin descafeinar- molido,377
Quindío. Café tostado- sin descafeinar- molido.Alemania,0
Quindío. Café tostado- sin descafeinar- molido.Aruba,0
Quindío. Café tostado- sin descafeinar- molido.Australia,1
Quindío. Café tostado- sin descafeinar- molido.Canadá,20
Quindío. Café tostado- sin descafeinar- molido.Chile,4
Quindío. Café tostado- sin descafeinar- molido.Costa Rica,14
Quindío. Café tostado- sin descafeinar- molido.El Salvador,60
Quindío. Café tostado- sin descafeinar- molido.Emiratos Árabes Unidos,1
Quindío. Café tostado- sin descafeinar- molido.España,2
Quindío. Café tostado- sin descafeinar- molido.Estados Unidos,12
Quindío. Café tostado- sin descafeinar- molido.Francia,2
Quindío. Café tostado- sin descafeinar- molido.Hong Kong,1
Quindío. Café tostado- sin descafeinar- molido.Italia,1
Quindío. Café tostado- sin descafeinar- molido.México,0
Quindío. Café tostado- sin descafeinar- molido.Noruega,1
Quindío. Café tostado- sin descafeinar- molido.Países Bajos,42
Quindío. Café tostado- sin descafeinar- molido.Perú,63
Quindío. Café tostado- sin descafeinar- molido.Reino Unido,105
Quindío. Café tostado- sin descafeinar- molido.República Checa,1
Quindío. Café tostado- sin descafeinar- molido.Rusia- Federación de,47
Quindío. Café tostado- sin descafeinar- molido.Suecia,0
Quindío. Café tostado- sin descafeinar- molido.Suiza,0
Quindío. Café tostado- sin descafeinar- molido.Taiwán- Provincia de China,0
Quindío. Café tostado- sin descafeinar- molido.Trinidad y Tobago,0
Quindío. Café tostado- sin descafeinar- molido.Turquía,0
Quindío. Café tostado- sin descafeinar- molido.ZFP Palmaseca,1
"Quindío. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción",0
"Quindío. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Alemania",0
"Quindío. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Corea",0
"Quindío. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Dinamarca",0
"Quindío. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Emiratos Árabes Unidos",0
"Quindío. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Rusia- Federación de",0
Quindío. Los demás cafés sin tostar- sin descafeinar,351494
Quindío. Los demás cafés sin tostar- sin descafeinar.Albania,50
Quindío. Los demás cafés sin tostar- sin descafeinar.Alemania,45823
Quindío. Los demás cafés sin tostar- sin descafeinar.Arabia Saudita,261
Quindío. Los demás cafés sin tostar- sin descafeinar.Argelia,38
Quindío. Los demás cafés sin tostar- sin descafeinar.Argentina,642
Quindío. Los demás cafés sin tostar- sin descafeinar.Australia,9303
Quindío. Los demás cafés sin tostar- sin descafeinar.Austria,42
Quindío. Los demás cafés sin tostar- sin descafeinar.Bélgica,18713
Quindío. Los demás cafés sin tostar- sin descafeinar.Bulgaria,21
Quindío. Los demás cafés sin tostar- sin descafeinar.Canadá,34383
Quindío. Los demás cafés sin tostar- sin descafeinar.Chile,181
Quindío. Los demás cafés sin tostar- sin descafeinar.China,2034
Quindío. Los demás cafés sin tostar- sin descafeinar.Corea,22341
Quindío. Los demás cafés sin tostar- sin descafeinar.Croacia,40
Quindío. Los demás cafés sin tostar- sin descafeinar.Dinamarca,834
Quindío. Los demás cafés sin tostar- sin descafeinar.Egipto,145
Quindío. Los demás cafés sin tostar- sin descafeinar.Emiratos Árabes Unidos,49
Quindío. Los demás cafés sin tostar- sin descafeinar.Eslovenia,1106
Quindío. Los demás cafés sin tostar- sin descafeinar.España,10002
Quindío. Los demás cafés sin tostar- sin descafeinar.Estados Unidos,73069
Quindío. Los demás cafés sin tostar- sin descafeinar.Estonia,38
Quindío. Los demás cafés sin tostar- sin descafeinar.Filipinas,3
Quindío. Los demás cafés sin tostar- sin descafeinar.Finlandia,5386
Quindío. Los demás cafés sin tostar- sin descafeinar.Francia,6428
Quindío. Los demás cafés sin tostar- sin descafeinar.Georgia,39
Quindío. Los demás cafés sin tostar- sin descafeinar.Grecia,690
Quindío. Los demás cafés sin tostar- sin descafeinar.Hong Kong,321
Quindío. Los demás cafés sin tostar- sin descafeinar.Indonesia,19
Quindío. Los demás cafés sin tostar- sin descafeinar.Irán- República Islámica de,72
Quindío. Los demás cafés sin tostar- sin descafeinar.Irlanda,597
Quindío. Los demás cafés sin tostar- sin descafeinar.Islandia,348
Quindío. Los demás cafés sin tostar- sin descafeinar.Israel,2197
Quindío. Los demás cafés sin tostar- sin descafeinar.Italia,11691
Quindío. Los demás cafés sin tostar- sin descafeinar.Jamaica,54
Quindío. Los demás cafés sin tostar- sin descafeinar.Japón,47200
Quindío. Los demás cafés sin tostar- sin descafeinar.Jordania,984
Quindío. Los demás cafés sin tostar- sin descafeinar.Kuwait,71
Quindío. Los demás cafés sin tostar- sin descafeinar.Letonia,140
Quindío. Los demás cafés sin tostar- sin descafeinar.Líbano,786
Quindío. Los demás cafés sin tostar- sin descafeinar.Libia,20
Quindío. Los demás cafés sin tostar- sin descafeinar.Macao,75
Quindío. Los demás cafés sin tostar- sin descafeinar.Malasia,2220
Quindío. Los demás cafés sin tostar- sin descafeinar.Marruecos,368
Quindío. Los demás cafés sin tostar- sin descafeinar.México,2124
Quindío. Los demás cafés sin tostar- sin descafeinar.Noruega,6322
Quindío. Los demás cafés sin tostar- sin descafeinar.Nueva Zelandia,1693
Quindío. Los demás cafés sin tostar- sin descafeinar.Oman,18
Quindío. Los demás cafés sin tostar- sin descafeinar.Países Bajos,2969
Quindío. Los demás cafés sin tostar- sin descafeinar.Polinesia Francesa,19
Quindío. Los demás cafés sin tostar- sin descafeinar.Polonia,512
Quindío. Los demás cafés sin tostar- sin descafeinar.Portugal,502
Quindío. Los demás cafés sin tostar- sin descafeinar.Reino Unido,18428
Quindío. Los demás cafés sin tostar- sin descafeinar.República Checa,148
Quindío. Los demás cafés sin tostar- sin descafeinar.República Dominicana,956
Quindío. Los demás cafés sin tostar- sin descafeinar.Reunión,40
Quindío. Los demás cafés sin tostar- sin descafeinar.Rumania,1927
Quindío. Los demás cafés sin tostar- sin descafeinar.Rusia- Federación de,4521
Quindío. Los demás cafés sin tostar- sin descafeinar.Singapur,377
Quindío. Los demás cafés sin tostar- sin descafeinar.Siria- República Árabe,1081
Quindío. Los demás cafés sin tostar- sin descafeinar.Sudáfrica,536
Quindío. Los demás cafés sin tostar- sin descafeinar.Suecia,7941
Quindío. Los demás cafés sin tostar- sin descafeinar.Suiza,120
Quindío. Los demás cafés sin tostar- sin descafeinar.Taiwán- Provincia de China,1705
Quindío. Los demás cafés sin tostar- sin descafeinar.Túnez,19
Quindío. Los demás cafés sin tostar- sin descafeinar.Turquía,517
Quindío. Los demás cafés sin tostar- sin descafeinar.Ucrania,137
Quindío. Los demás cafés sin tostar- sin descafeinar.Vietnam,57
Quindío. Los demás extractos- esencias y concentrados de café,15
Quindío. Los demás extractos- esencias y concentrados de café.Estados Unidos,0
Quindío. Los demás extractos- esencias y concentrados de café.Reino Unido,0
Quindío. Los demás extractos- esencias y concentrados de café.Venezuela,15
Quindío. Preparaciones a base de extractos- esencias o concentrados o a base de café,0
Quindío. Preparaciones a base de extractos- esencias o concentrados o a base de café.Estados Unidos,0
Risaralda,474606
Risaralda. Café sin tostar- descafeinado,143
Risaralda. Café sin tostar- descafeinado.Aruba,0
Risaralda. Café sin tostar- descafeinado.Canadá,20
Risaralda. Café sin tostar- descafeinado.España,34
Risaralda. Café sin tostar- descafeinado.Estados Unidos,49
Risaralda. Café sin tostar- descafeinado.Finlandia,21
Risaralda. Café sin tostar- descafeinado.Jordania,20
Risaralda. Café sin tostar- sin descafeinar- para la siembra,1845
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Alemania,42
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Bélgica,22
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Canadá,77
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Corea,69
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Estados Unidos,1218
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Italia,20
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Japón,242
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Malasia,96
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Reino Unido,19
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Suecia,21
Risaralda. Café sin tostar- sin descafeinar- para la siembra.Taiwán- Provincia de China,20
Risaralda. Café tostado- sin descafeinar- en grano,66
Risaralda. Café tostado- sin descafeinar- en grano.Alemania,1
Risaralda. Café tostado- sin descafeinar- en grano.Aruba,1
Risaralda. Café tostado- sin descafeinar- en grano.Australia,8
Risaralda. Café tostado- sin descafeinar- en grano.Canadá,0
Risaralda. Café tostado- sin descafeinar- en grano.Chile,0
Risaralda. Café tostado- sin descafeinar- en grano.China,0
Risaralda. Café tostado- sin descafeinar- en grano.Emiratos Árabes Unidos,1
Risaralda. Café tostado- sin descafeinar- en grano.España,1
Risaralda. Café tostado- sin descafeinar- en grano.Estados Unidos,6
Risaralda. Café tostado- sin descafeinar- en grano.Francia,1
Risaralda. Café tostado- sin descafeinar- en grano.Italia,1
Risaralda. Café tostado- sin descafeinar- en grano.Japón,0
Risaralda. Café tostado- sin descafeinar- en grano.Kuwait,1
Risaralda. Café tostado- sin descafeinar- en grano.México,25
Risaralda. Café tostado- sin descafeinar- en grano.Mongolia,0
Risaralda. Café tostado- sin descafeinar- en grano.Noruega,0
Risaralda. Café tostado- sin descafeinar- en grano.Países Bajos,1
Risaralda. Café tostado- sin descafeinar- en grano.Perú,0
Risaralda. Café tostado- sin descafeinar- en grano.Polonia,7
Risaralda. Café tostado- sin descafeinar- en grano.Suiza,12
Risaralda. Café tostado- sin descafeinar- molido,61
Risaralda. Café tostado- sin descafeinar- molido.Alemania,3
Risaralda. Café tostado- sin descafeinar- molido.Aruba,26
Risaralda. Café tostado- sin descafeinar- molido.Australia,0
Risaralda. Café tostado- sin descafeinar- molido.Brasil,0
Risaralda. Café tostado- sin descafeinar- molido.Bulgaria,0
Risaralda. Café tostado- sin descafeinar- molido.Canadá,1
Risaralda. Café tostado- sin descafeinar- molido.Chile,8
Risaralda. Café tostado- sin descafeinar- molido.China,0
Risaralda. Café tostado- sin descafeinar- molido.Emiratos Árabes Unidos,0
Risaralda. Café tostado- sin descafeinar- molido.España,3
Risaralda. Café tostado- sin descafeinar- molido.Estados Unidos,10
Risaralda. Café tostado- sin descafeinar- molido.Francia,1
Risaralda. Café tostado- sin descafeinar- molido.Italia,1
Risaralda. Café tostado- sin descafeinar- molido.Kuwait,0
Risaralda. Café tostado- sin descafeinar- molido.México,1
Risaralda. Café tostado- sin descafeinar- molido.Mongolia,0
Risaralda. Café tostado- sin descafeinar- molido.Perú,0
Risaralda. Café tostado- sin descafeinar- molido.Polonia,5
Risaralda. Café tostado- sin descafeinar- molido.Portugal,0
Risaralda. Café tostado- sin descafeinar- molido.Suiza,1
Risaralda. Café tostado- sin descafeinar- molido.Venezuela,0
"Risaralda. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción",8
"Risaralda. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Alemania",0
"Risaralda. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Chile",0
"Risaralda. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.España",3
"Risaralda. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Estados Unidos",0
"Risaralda. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Mongolia",0
"Risaralda. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Perú",4
"Risaralda. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Suiza",0
Risaralda. Extractos- esencias y concentrados de café,1
Risaralda. Extractos- esencias y concentrados de café.Antillas Holandesas,0
Risaralda. Extractos- esencias y concentrados de café.España,0
Risaralda. Extractos- esencias y concentrados de café.Estados Unidos,0
Risaralda. Extractos- esencias y concentrados de café.México,1
Risaralda. Extractos- esencias y concentrados de café.Mongolia,0
Risaralda. Los demás cafés sin tostar- sin descafeinar,472346
Risaralda. Los demás cafés sin tostar- sin descafeinar.Albania,39
Risaralda. Los demás cafés sin tostar- sin descafeinar.Alemania,66988
Risaralda. Los demás cafés sin tostar- sin descafeinar.Antillas Holandesas,44
Risaralda. Los demás cafés sin tostar- sin descafeinar.Arabia Saudita,597
Risaralda. Los demás cafés sin tostar- sin descafeinar.Argelia,20
Risaralda. Los demás cafés sin tostar- sin descafeinar.Argentina,178
Risaralda. Los demás cafés sin tostar- sin descafeinar.Armenia,19
Risaralda. Los demás cafés sin tostar- sin descafeinar.Australia,9074
Risaralda. Los demás cafés sin tostar- sin descafeinar.Austria,420
Risaralda. Los demás cafés sin tostar- sin descafeinar.Bélgica,44383
Risaralda. Los demás cafés sin tostar- sin descafeinar.Bulgaria,162
Risaralda. Los demás cafés sin tostar- sin descafeinar.Canadá,47121
Risaralda. Los demás cafés sin tostar- sin descafeinar.Chile,152
Risaralda. Los demás cafés sin tostar- sin descafeinar.China,1321
Risaralda. Los demás cafés sin tostar- sin descafeinar.Corea,38898
Risaralda. Los demás cafés sin tostar- sin descafeinar.Dinamarca,2367
Risaralda. Los demás cafés sin tostar- sin descafeinar.Egipto,681
Risaralda. Los demás cafés sin tostar- sin descafeinar.Emiratos Árabes Unidos,262
Risaralda. Los demás cafés sin tostar- sin descafeinar.Eslovenia,195
Risaralda. Los demás cafés sin tostar- sin descafeinar.España,9730
Risaralda. Los demás cafés sin tostar- sin descafeinar.Estados Unidos,57094
Risaralda. Los demás cafés sin tostar- sin descafeinar.Estonia,507
Risaralda. Los demás cafés sin tostar- sin descafeinar.Finlandia,12918
Risaralda. Los demás cafés sin tostar- sin descafeinar.Francia,12898
Risaralda. Los demás cafés sin tostar- sin descafeinar.Georgia,135
Risaralda. Los demás cafés sin tostar- sin descafeinar.Grecia,1579
Risaralda. Los demás cafés sin tostar- sin descafeinar.Hong Kong,414
Risaralda. Los demás cafés sin tostar- sin descafeinar.India,39
Risaralda. Los demás cafés sin tostar- sin descafeinar.Indonesia,135
Risaralda. Los demás cafés sin tostar- sin descafeinar.Irlanda,980
Risaralda. Los demás cafés sin tostar- sin descafeinar.Islandia,135
Risaralda. Los demás cafés sin tostar- sin descafeinar.Israel,12609
Risaralda. Los demás cafés sin tostar- sin descafeinar.Italia,20935
Risaralda. Los demás cafés sin tostar- sin descafeinar.Jamaica,149
Risaralda. Los demás cafés sin tostar- sin descafeinar.Japón,47601
Risaralda. Los demás cafés sin tostar- sin descafeinar.Jordania,2823
Risaralda. Los demás cafés sin tostar- sin descafeinar.Kuwait,0
Risaralda. Los demás cafés sin tostar- sin descafeinar.Letonia,174
Risaralda. Los demás cafés sin tostar- sin descafeinar.Líbano,587
Risaralda. Los demás cafés sin tostar- sin descafeinar.Libia,40
Risaralda. Los demás cafés sin tostar- sin descafeinar.Macao,149
Risaralda. Los demás cafés sin tostar- sin descafeinar.Malasia,3496
Risaralda. Los demás cafés sin tostar- sin descafeinar.Marruecos,661
Risaralda. Los demás cafés sin tostar- sin descafeinar.México,6106
Risaralda. Los demás cafés sin tostar- sin descafeinar.Noruega,8401
Risaralda. Los demás cafés sin tostar- sin descafeinar.Nueva Zelandia,1729
Risaralda. Los demás cafés sin tostar- sin descafeinar.Oman,36
Risaralda. Los demás cafés sin tostar- sin descafeinar.Países Bajos,7679
Risaralda. Los demás cafés sin tostar- sin descafeinar.Polinesia Francesa,19
Risaralda. Los demás cafés sin tostar- sin descafeinar.Polonia,772
Risaralda. Los demás cafés sin tostar- sin descafeinar.Portugal,1362
Risaralda. Los demás cafés sin tostar- sin descafeinar.Reino Unido,15878
Risaralda. Los demás cafés sin tostar- sin descafeinar.República Checa,168
Risaralda. Los demás cafés sin tostar- sin descafeinar.República Dominicana,981
Risaralda. Los demás cafés sin tostar- sin descafeinar.Rumania,974
Risaralda. Los demás cafés sin tostar- sin descafeinar.Rusia- Federación de,5939
Risaralda. Los demás cafés sin tostar- sin descafeinar.Serbia,21
Risaralda. Los demás cafés sin tostar- sin descafeinar.Singapur,467
Risaralda. Los demás cafés sin tostar- sin descafeinar.Siria- República Árabe,2398
Risaralda. Los demás cafés sin tostar- sin descafeinar.Sudáfrica,937
Risaralda. Los demás cafés sin tostar- sin descafeinar.Suecia,15154
Risaralda. Los demás cafés sin tostar- sin descafeinar.Suiza,80
Risaralda. Los demás cafés sin tostar- sin descafeinar.Taiwán- Provincia de China,3698
Risaralda. Los demás cafés sin tostar- sin descafeinar.Turquía,392
Risaralda. Los demás cafés sin tostar- sin descafeinar.Ucrania,329
Risaralda. Los demás cafés sin tostar- sin descafeinar.Uruguay,1
Risaralda. Los demás cafés sin tostar- sin descafeinar.Vietnam,114
Risaralda. Los demás extractos- esencias y concentrados de café,62
Risaralda. Los demás extractos- esencias y concentrados de café.Alemania,0
Risaralda. Los demás extractos- esencias y concentrados de café.México,1
Risaralda. Los demás extractos- esencias y concentrados de café.Perú,2
Risaralda. Los demás extractos- esencias y concentrados de café.Singapur,0
Risaralda. Los demás extractos- esencias y concentrados de café.Venezuela,58
Risaralda. Preparaciones a base de extractos- esencias o concentrados o a base de café,72
Risaralda. Preparaciones a base de extractos- esencias o concentrados o a base de café.Chile,14
Risaralda. Preparaciones a base de extractos- esencias o concentrados o a base de café.Ecuador,58
Santander,218411
Santander. Café sin tostar- descafeinado,414
Santander. Café sin tostar- descafeinado.Aruba,0
Santander. Café sin tostar- descafeinado.Canadá,27
Santander. Café sin tostar- descafeinado.España,253
Santander. Café sin tostar- descafeinado.Estados Unidos,96
Santander. Café sin tostar- descafeinado.Japón,19
Santander. Café sin tostar- descafeinado.Sudáfrica,19
Santander. Café tostado- descafeinado,8
Santander. Café tostado- descafeinado.Canadá,8
Santander. Café tostado- sin descafeinar- en grano,2
Santander. Café tostado- sin descafeinar- en grano.Colombia,0
Santander. Café tostado- sin descafeinar- en grano.Estados Unidos,0
Santander. Café tostado- sin descafeinar- en grano.Reino Unido,2
Santander. Café tostado- sin descafeinar- molido,11
Santander. Café tostado- sin descafeinar- molido.Aruba,0
Santander. Café tostado- sin descafeinar- molido.Bermudas,7
Santander. Café tostado- sin descafeinar- molido.Colombia,0
Santander. Café tostado- sin descafeinar- molido.España,3
Santander. Café tostado- sin descafeinar- molido.Estados Unidos,1
"Santander. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción",40
"Santander. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Estados Unidos",0
"Santander. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Israel",40
Santander. Los demás cafés sin tostar- sin descafeinar,217931
Santander. Los demás cafés sin tostar- sin descafeinar.Alemania,21116
Santander. Los demás cafés sin tostar- sin descafeinar.Arabia Saudita,159
Santander. Los demás cafés sin tostar- sin descafeinar.Argelia,40
Santander. Los demás cafés sin tostar- sin descafeinar.Argentina,469
Santander. Los demás cafés sin tostar- sin descafeinar.Armenia,19
Santander. Los demás cafés sin tostar- sin descafeinar.Australia,942
Santander. Los demás cafés sin tostar- sin descafeinar.Austria,377
Santander. Los demás cafés sin tostar- sin descafeinar.Bélgica,10566
Santander. Los demás cafés sin tostar- sin descafeinar.Bulgaria,21
Santander. Los demás cafés sin tostar- sin descafeinar.Canadá,26429
Santander. Los demás cafés sin tostar- sin descafeinar.China,480
Santander. Los demás cafés sin tostar- sin descafeinar.Chipre,10
Santander. Los demás cafés sin tostar- sin descafeinar.Colombia,0
Santander. Los demás cafés sin tostar- sin descafeinar.Corea,1153
Santander. Los demás cafés sin tostar- sin descafeinar.Croacia,19
Santander. Los demás cafés sin tostar- sin descafeinar.Dinamarca,3538
Santander. Los demás cafés sin tostar- sin descafeinar.Egipto,39
Santander. Los demás cafés sin tostar- sin descafeinar.Emiratos Árabes Unidos,43
Santander. Los demás cafés sin tostar- sin descafeinar.Eslovenia,138
Santander. Los demás cafés sin tostar- sin descafeinar.España,6832
Santander. Los demás cafés sin tostar- sin descafeinar.Estados Unidos,70213
Santander. Los demás cafés sin tostar- sin descafeinar.Estonia,96
Santander. Los demás cafés sin tostar- sin descafeinar.Feroe- Islas,18
Santander. Los demás cafés sin tostar- sin descafeinar.Fiji,1
Santander. Los demás cafés sin tostar- sin descafeinar.Finlandia,13557
Santander. Los demás cafés sin tostar- sin descafeinar.Francia,6211
Santander. Los demás cafés sin tostar- sin descafeinar.Georgia,19
Santander. Los demás cafés sin tostar- sin descafeinar.Grecia,475
Santander. Los demás cafés sin tostar- sin descafeinar.Hong Kong,72
Santander. Los demás cafés sin tostar- sin descafeinar.Irlanda,429
Santander. Los demás cafés sin tostar- sin descafeinar.Islandia,58
Santander. Los demás cafés sin tostar- sin descafeinar.Israel,1990
Santander. Los demás cafés sin tostar- sin descafeinar.Italia,15663
Santander. Los demás cafés sin tostar- sin descafeinar.Jamaica,19
Santander. Los demás cafés sin tostar- sin descafeinar.Japón,10592
Santander. Los demás cafés sin tostar- sin descafeinar.Jordania,134
Santander. Los demás cafés sin tostar- sin descafeinar.Letonia,116
Santander. Los demás cafés sin tostar- sin descafeinar.Líbano,115
Santander. Los demás cafés sin tostar- sin descafeinar.Lituania,12
Santander. Los demás cafés sin tostar- sin descafeinar.Malasia,855
Santander. Los demás cafés sin tostar- sin descafeinar.Marruecos,268
Santander. Los demás cafés sin tostar- sin descafeinar.México,1144
Santander. Los demás cafés sin tostar- sin descafeinar.Noruega,2521
Santander. Los demás cafés sin tostar- sin descafeinar.Nueva Zelandia,395
Santander. Los demás cafés sin tostar- sin descafeinar.Países Bajos,2354
Santander. Los demás cafés sin tostar- sin descafeinar.Polonia,333
Santander. Los demás cafés sin tostar- sin descafeinar.Portugal,957
Santander. Los demás cafés sin tostar- sin descafeinar.Reino Unido,5619
Santander. Los demás cafés sin tostar- sin descafeinar.República Checa,185
Santander. Los demás cafés sin tostar- sin descafeinar.República Dominicana,1356
Santander. Los demás cafés sin tostar- sin descafeinar.Reunión,19
Santander. Los demás cafés sin tostar- sin descafeinar.Rumania,369
Santander. Los demás cafés sin tostar- sin descafeinar.Rusia- Federación de,1685
Santander. Los demás cafés sin tostar- sin descafeinar.Singapur,75
Santander. Los demás cafés sin tostar- sin descafeinar.Siria- República Árabe,19
Santander. Los demás cafés sin tostar- sin descafeinar.Sudáfrica,789
Santander. Los demás cafés sin tostar- sin descafeinar.Suecia,6054
Santander. Los demás cafés sin tostar- sin descafeinar.Suiza,677
Santander. Los demás cafés sin tostar- sin descafeinar.Taiwán- Provincia de China,19
Santander. Los demás cafés sin tostar- sin descafeinar.Turquía,19
Santander. Los demás cafés sin tostar- sin descafeinar.Ucrania,38
Santander. Los demás extractos- esencias y concentrados de café,2
Santander. Los demás extractos- esencias y concentrados de café.Aruba,0
Santander. Los demás extractos- esencias y concentrados de café.Estados Unidos,2
Santander. Preparaciones a base de extractos- esencias o concentrados o a base de café,3
Santander. Preparaciones a base de extractos- esencias o concentrados o a base de café.Aruba,0
Santander. Preparaciones a base de extractos- esencias o concentrados o a base de café.Emiratos Árabes Unidos,1
Santander. Preparaciones a base de extractos- esencias o concentrados o a base de café.Estados Unidos,1
Santander. Preparaciones a base de extractos- esencias o concentrados o a base de café.Reino Unido,1
Tolima,268113
Tolima. Achicoria tostada y demás sucedáneos del café tostados y sus extractos- esencias y concentrados,0
Tolima. Achicoria tostada y demás sucedáneos del café tostados y sus extractos- esencias y concentrados.Estados Unidos,0
Tolima. Achicoria tostada y demás sucedáneos del café tostados y sus extractos- esencias y concentrados.Japón,0
Tolima. Café sin tostar- descafeinado,553
Tolima. Café sin tostar- descafeinado.Alemania,39
Tolima. Café sin tostar- descafeinado.Australia,20
Tolima. Café sin tostar- descafeinado.Canadá,70
Tolima. Café sin tostar- descafeinado.España,19
Tolima. Café sin tostar- descafeinado.Estados Unidos,287
Tolima. Café sin tostar- descafeinado.Finlandia,84
Tolima. Café sin tostar- descafeinado.Rusia- Federación de,19
Tolima. Café sin tostar- descafeinado.Sudáfrica,15
Tolima. Café sin tostar- sin descafeinar- para la siembra,86
Tolima. Café sin tostar- sin descafeinar- para la siembra.Corea,67
Tolima. Café sin tostar- sin descafeinar- para la siembra.España,19
Tolima. Café soluble liofilizado- con granulometría de 20 - 300 mm,14
Tolima. Café soluble liofilizado- con granulometría de 20 - 300 mm.Estados Unidos,14
Tolima. Café tostado- descafeinado,80
Tolima. Café tostado- descafeinado.Canadá,17
Tolima. Café tostado- descafeinado.España,19
Tolima. Café tostado- descafeinado.Estados Unidos,44
Tolima. Café tostado- sin descafeinar- en grano,20
Tolima. Café tostado- sin descafeinar- en grano.Estados Unidos,20
Tolima. Café tostado- sin descafeinar- molido,1
Tolima. Café tostado- sin descafeinar- molido.Australia,0
Tolima. Café tostado- sin descafeinar- molido.Perú,1
"Tolima. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción",38
"Tolima. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Australia",0
"Tolima. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Hong Kong",19
"Tolima. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Macao",19
"Tolima. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Suiza",0
Tolima. Extractos- esencias y concentrados de café,1705
Tolima. Extractos- esencias y concentrados de café.Alemania,89
Tolima. Extractos- esencias y concentrados de café.Corea,7
Tolima. Extractos- esencias y concentrados de café.Corea- República Democrática,7
Tolima. Extractos- esencias y concentrados de café.Estados Unidos,673
Tolima. Extractos- esencias y concentrados de café.Francia,3
Tolima. Extractos- esencias y concentrados de café.Japón,681
Tolima. Extractos- esencias y concentrados de café.Malasia,177
Tolima. Extractos- esencias y concentrados de café.Noruega,3
Tolima. Extractos- esencias y concentrados de café.Perú,51
Tolima. Extractos- esencias y concentrados de café.Suiza,14
Tolima. Los demás cafés sin tostar- sin descafeinar,248919
Tolima. Los demás cafés sin tostar- sin descafeinar.Alemania,22574
Tolima. Los demás cafés sin tostar- sin descafeinar.Arabia Saudita,47
Tolima. Los demás cafés sin tostar- sin descafeinar.Australia,1495
Tolima. Los demás cafés sin tostar- sin descafeinar.Austria,194
Tolima. Los demás cafés sin tostar- sin descafeinar.Bélgica,12476
